,x,y,prop
317,5,-8,0.7527400000000012
318,5,-7,2.219680000000001
319,5,-6,3.2732020000000013
320,5,-5,3.6242920000000023
321,5,-4,3.655500000000002
322,5,-3,3.6322440000000022
323,5,-2,3.655500000000002
324,5,-1,3.5740100000000026
325,5,0,3.602526000000003
326,5,1,3.706896000000002
327,5,2,4.111068000000003
328,5,3,3.9295900000000032
329,5,4,3.6755840000000033
330,5,5,3.486112000000003
331,5,6,2.840182000000003
332,5,7,2.777418000000003
333,5,8,2.572575600000002
334,5,9,2.597540000000001
335,5,10,2.5074040000000006
336,6,-10,1.6675000000000006
337,6,-9,1.6675000000000006
338,6,-8,1.6675000000000006
339,6,-7,1.037332000000001
340,6,-6,0.7033860000000013
341,6,-5,3.2654000000000014
342,6,-4,3.2732020000000013
343,6,-3,3.538470000000002
344,6,-2,3.5179480000000023
345,6,-1,3.4239320000000024
346,6,0,3.469452000000002
347,6,1,3.308584000000002
348,6,2,3.9103220000000025
349,6,3,4.178876000000003
350,6,4,3.795212000000003
351,6,5,2.901176000000003
352,6,6,2.1069340000000025
353,6,7,1.8701240000000023
354,6,8,2.537710400000001
355,6,9,2.5972944000000013
356,6,10,2.6802124000000007
357,7,-10,0.8349199999999988
358,7,-9,1.880259999999999
359,7,-8,1.6675000000000006
360,7,-7,1.6675000000000006
361,7,-6,1.2094200000000004
362,7,-5,1.2711580000000005
363,7,-4,3.2654000000000014
364,7,-3,3.2654000000000014
365,7,-2,3.2654000000000014
366,7,-1,3.0980820000000016
367,7,0,3.171744000000002
368,7,1,2.945568000000002
369,7,2,2.800542000000002
370,7,3,2.7969456000000013
371,7,4,3.7604960000000034
372,7,5,2.7182800000000027
373,7,6,1.8849600000000024
374,7,7,2.579108000000001
375,7,8,2.6488352000000015
376,7,9,2.701740400000001
377,7,10,2.708640000000001
378,8,-10,1.5660099999999988
379,8,-9,1.6811559999999997
380,8,-8,-0.212999999999998
381,8,-7,1.9535280000000008
382,8,-6,1.55225
383,8,-5,1.4486999999999997
384,8,-4,1.4486999999999997
385,8,-3,3.4956380000000022
386,8,-2,3.1492400000000016
387,8,-1,2.7672160000000012
388,8,0,1.7735900000000016
389,8,1,0.8226100000000021
390,8,2,1.4855920000000011
391,8,3,2.1855035999999997
392,8,4,2.1791471999999996
393,8,5,2.1320368
394,8,6,2.6136060000000008
395,8,7,2.5998068000000014
396,8,8,2.6902328000000013
397,8,9,2.7040320000000015
398,8,10,2.6778960000000014
399,9,-10,1.6737659999999988
400,9,-9,1.7269199999999998
401,9,-8,-0.212999999999998
402,9,-7,-0.212999999999998
403,9,-6,0.1382600000000012
404,9,-5,1.2963640000000003
405,9,-4,1.4486999999999997
406,9,-3,1.4486999999999997
407,9,-2,1.552296
408,9,-1,2.336856
409,9,0,1.934846000000001
410,9,1,0.4681360000000021
411,9,2,0.2167000000000024
412,9,3,0.2939408000000023
413,9,4,1.3399772000000008
414,9,5,2.3934240000000004
415,9,6,2.668802800000001
416,9,7,2.710200400000001
417,9,8,2.7171000000000007
418,9,9,2.7332920000000005
419,9,10,3.0675748000000014
420,10,-10,0.5989967999999999
421,10,-9,1.9061919999999992
422,10,-8,-0.1225199999999977
423,10,-7,-0.212999999999998
424,10,-6,-0.0934119999999981
425,10,-5,0.1534400000000012
426,10,-4,1.2230440000000002
427,10,-3,1.4486999999999997
428,10,-2,1.4486999999999997
429,10,-1,1.4486999999999997
430,10,0,1.6415040000000007
431,10,1,0.4681360000000021
432,10,2,0.3843240000000022
433,10,3,0.2167000000000024
434,10,4,0.3167160000000024
435,10,5,2.6564420000000006
436,10,6,2.710200400000001
437,10,7,2.690940000000001
438,10,8,3.2012340000000017
439,10,9,2.7635400000000008
440,10,10,1.5836963999999996
