,x,y,prop
229,0,9,0.8390350018512813
230,0,10,0.8682969634913837
231,1,-10,0.8160684360538473
232,1,-9,0.8165357679766201
233,1,-8,0.8101827169192038
234,1,-7,0.8101827169192038
235,1,-6,0.8077034730861476
236,1,-5,0.8072442297344418
237,1,-4,0.7925517938106313
238,1,-3,0.8072442297344418
239,1,-2,0.8013672553649175
240,1,-1,0.8013672553649175
241,1,0,0.7954902809953934
242,1,1,0.7796383564000618
243,1,2,0.7846139367005834
244,1,3,0.8338683769382491
245,1,4,0.8196508753334868
246,1,5,0.8303140015370586
247,1,6,0.8232052507346775
248,1,7,0.816096499932296
249,1,8,0.8213682114409109
250,1,9,0.7789407446399214
251,1,10,0.8736741660098839
252,2,-10,0.8798194797033968
253,2,-9,0.8144073556296015
254,2,-8,0.8101827169192038
255,2,-7,0.8101827169192038
256,2,-6,0.8101827169192038
257,2,-5,0.8043057425496797
258,2,-4,0.8013672553649175
259,2,-3,0.7984287681801555
260,2,-2,0.7954902809953934
261,2,-1,0.7896133066258691
262,2,0,0.7896133066258691
263,2,1,0.7737613820305376
264,2,2,0.7774372533641735
265,2,3,0.8196508753334868
266,2,4,0.8303140015370586
267,2,5,0.8125421245311055
268,2,6,0.8267596261358681
269,2,7,0.816096499932296
270,2,8,0.7950216335440912
271,2,9,0.7930376305732311
272,2,10,0.9140031189753242
273,3,-10,0.8975312625127064
274,3,-9,0.8192831089635644
275,3,-8,0.8117304435775329
276,3,-7,0.8101827169192038
277,3,-6,0.8101827169192038
278,3,-5,0.8101827169192038
279,3,-4,0.8101827169192038
280,3,-3,0.8101827169192038
281,3,-2,0.7925517938106313
282,3,-1,0.7866748194411072
283,3,0,0.8000472402484878
284,3,1,0.7919990484163608
285,3,2,0.7695700786613585
286,3,3,0.8112662287564621
287,3,4,0.816096499932296
288,3,5,0.8077118533552716
289,3,6,0.8267596261358681
290,3,7,0.8125421245311055
291,3,8,0.8236087402349063
292,3,9,0.8300676440256884
293,3,10,0.9100363403342684
294,4,-10,0.9066070597326272
295,4,-9,0.8478885911664821
296,4,-8,0.8240188731220094
297,4,-7,0.8154449875575226
298,4,-6,0.8108018075825355
299,4,-5,0.8079318103373703
300,4,-4,0.8079318103373703
301,4,-3,0.8101827169192038
302,4,-2,0.7971087530637259
303,4,-1,0.8007072478067028
304,4,0,0.8000472402484878
305,4,1,0.8011669648055298
306,4,2,0.7957508990888909
307,4,3,0.8183749795588433
308,4,4,0.8099903329818189
309,4,5,0.816096499932296
310,4,6,0.798324622926343
311,4,7,0.7841071213215807
312,4,8,0.7809562354206188
313,4,9,0.899594070591418
314,4,10,0.8961778742962369
315,5,-10,0.8714127078080517
316,5,-9,0.8714127078080517
317,5,-8,0.793310272372144
318,5,-7,0.8092488796976471
319,5,-6,0.8253504381708283
320,5,-5,0.811420898245867
321,5,-4,0.8101827169192038
322,5,-3,0.8106117219455439
323,5,-2,0.8101827169192038
324,5,-1,0.8112387294663493
325,5,0,0.8045711994641731
326,5,1,0.8013041617105081
327,5,2,0.8128381563275265
328,5,3,0.8027909183403834
329,5,4,0.7975046871581245
330,5,5,0.7957728313770563
331,5,6,0.7589531815905068
332,5,7,0.7592264935132462
333,5,8,0.765223206011995
334,5,9,0.8918494043790214
335,5,10,0.8891596194784185
336,6,-10,0.8714127078080517
337,6,-9,0.8714127078080517
338,6,-8,0.8714127078080517
339,6,-7,0.817608807841093
340,6,-6,0.7854527791806188
341,6,-5,0.8256599835024943
342,6,-4,0.8253504381708283
343,6,-3,0.814825896894191
344,6,-2,0.8056809037555368
345,6,-1,0.810934845521751
346,6,0,0.8136147571299247
347,6,1,0.8294790210079303
348,6,2,0.8110568496287811
349,6,3,0.797869983325495
350,6,4,0.7841991055662116
351,6,5,0.7548521823438372
352,6,6,0.7196455092310521
353,6,7,0.7162186717826252
354,6,8,0.8903274206444035
355,6,9,0.889486009976288
356,6,10,0.8907077324912058
357,7,-10,0.5307330827007164
358,7,-9,0.7273479723009065
359,7,-8,0.8714127078080517
360,7,-7,0.8714127078080517
361,7,-6,0.7930751961184082
362,7,-5,0.791472043882765
363,7,-4,0.8256599835024943
364,7,-3,0.8256599835024943
365,7,-2,0.8256599835024943
366,7,-1,0.8173595370986648
367,7,0,0.8220409933699935
368,7,1,0.8556284943198255
369,7,2,0.840927544874669
370,7,3,0.8332389966214439
371,7,4,0.7814341771747977
372,7,5,0.7320135963530199
373,7,6,0.7129744824178834
374,7,7,0.8903474333011789
375,7,8,0.8902361053607245
376,7,9,0.8906349462297566
377,7,10,0.8906382816725525
378,8,-10,0.6526558311486784
379,8,-9,0.7195189889017628
380,8,-8,0.563860430526183
381,8,-7,0.8872190019292026
382,8,-6,0.786430421865837
383,8,-5,0.7966936127447074
384,8,-4,0.7966936127447074
385,8,-3,0.8239335049617378
386,8,-2,0.8216778043130507
387,8,-1,0.8360055498705797
388,8,0,0.8034253582089633
389,8,1,0.7366238572425499
390,8,2,0.7783564302411662
391,8,3,0.8253693727681827
392,8,4,0.8257834995471467
393,8,5,0.8219409512692022
394,8,6,0.8903641105151587
395,8,7,0.8903574396295667
396,8,8,0.8902561180175
397,8,9,0.8902627889030919
398,8,10,0.8899600823950804
399,9,-10,0.6798101365036378
400,9,-9,0.7249565713937187
401,9,-8,0.563860430526183
402,9,-7,0.563860430526183
403,9,-6,0.665633825874446
404,9,-5,0.7789935460109034
405,9,-4,0.7966936127447074
406,9,-3,0.7966936127447074
407,9,-2,0.803243881414043
408,9,-1,0.8519055255969913
409,9,0,0.8236236615000742
410,9,1,0.7160744034869255
411,9,2,0.6976373878275285
412,9,3,0.7026946419619173
413,9,4,0.7715117816522042
414,9,5,0.8559011918815921
415,9,6,0.890390794057526
416,9,7,0.8904108067143015
417,9,8,0.8904141421570975
418,9,9,0.88312771430757
419,9,10,0.8703442162090983
420,10,-10,0.6742258094146911
421,10,-9,0.7389081324797451
422,10,-8,0.5553374109780852
423,10,-7,0.563860430526183
424,10,-6,0.5763034846500545
425,10,-5,0.6693034515473529
426,10,-4,0.7792887569856317
427,10,-3,0.7966936127447074
428,10,-2,0.7966936127447074
429,10,-1,0.7966936127447074
430,10,0,0.8021138098974444
431,10,1,0.7160744034869255
432,10,2,0.7099287316004599
433,10,3,0.6976373878275285
434,10,4,0.7053484580007114
435,10,5,0.8868071181816721
436,10,6,0.8904108067143015
437,10,7,0.8868237953956517
438,10,8,0.8069512185655285
439,10,9,0.8732810978889586
440,10,10,0.8360745932477898
